name,url,category,summary,ingredients,directions,total,servings_n,yield,calories,fat_100g,satfat_100g,sugars_100g,salt_100g,fat_fsa,satfat_fsa,sugars_fsa,salt_fsa,fat_score,satfat_score,sugars_score,salt_score,fsa_score,fsa_health_label,rating,dish_type_scraped,cuisine_scraped,total_minutes,ingredient_count,dish_type_llm,cuisine_llm,image_path,dish_type_normalised
Peanut Noodles,https://www.allrecipes.com/recipe/13974/peanut-noodles/,main-dish,"A really easy recipe that tastes equally good served hot, warm, or cold.  Good for a packed lunch. Fettuccini or spaghetti both work great!","8 ounces spaghetti ; 1 bunch green onions, sliced (white parts only) ; 2 tablespoons sesame oil ; 1 teaspoon minced fresh ginger root ; ⅓ cup peanut butter ; ¼ cup soy sauce ; ¼ cup hot water ; 1 tablespoon cider vinegar ; 1 teaspoon white sugar ; ¼ teaspoon crushed red pepper flakes","Cook pasta in a large pot of boiling water until done. Drain. Meanwhile, combine oil and onions in a small skillet. Saute over low heat until tender. Add ginger; cook and stir for 1 to 2 minutes.  Mix in peanut butter, soy sauce, water, vinegar, sugar, and red pepper flakes. Remove from heat. Toss noodles with sauce, and serve.",25 mins,3.0,2 to 4 servings,568.4,22.65644825661067,4.111049078820484,7.491244988072881,3.086941074963203,red,amber,amber,red,3.0,2.0,2.0,3.0,10.0,unhealthy,4.03,Pasta,,25.0,10,Pasta and Noodles,Asian,recipe_images/recipe_352.jpg,Pasta
Teriyaki Pork Chops,https://www.allrecipes.com/recipe/247091/teriyaki-pork-chops/,main-dish,"Delicious pork chops my boyfriend, his friend, and I discovered one night with homemade French fries! Really tasty.",¾ cup teriyaki sauce ; 2 ¼ teaspoons garlic salt ; 1 ½ teaspoons ground black pepper ; 3  pork chops ; 1 tablespoon extra-virgin olive oil,"Combine teriyaki sauce, garlic salt, and black pepper in a bowl. Place pork chops on a deep plate. Pour 3/4 of the teriyaki mixture on top. Flip pork chops to coat second side. Let marinate in the refrigerator, about 30 minutes. Heat oil in large skillet over medium heat; add pork chops, discarding marinade. Cover and cook until pork chops are browned, about 15 minutes. Flip and continue cooking until pork chops are cooked through, about 10 minutes. Uncover and pour in remaining 1/4 of the teriyaki mixture. Cover and simmer until flavors combine, about 5 minutes.",1 hr 10 mins,3.0,3 servings,225.0,7.28395061728395,1.9135802469135803,6.296296296296296,6.414814814814816,amber,amber,amber,red,2.0,2.0,2.0,3.0,9.0,unhealthy,4.33,Pork,American,70.0,5,Pork,Asian,recipe_images/recipe_364.jpg,Meat Dishes
Seafood Newburg,https://www.allrecipes.com/recipe/15053/seafood-newburg/,main-dish,"A shellfish dish with a rich, elegant sauce. It's excellent served over rice or noodles.","¼ cup butter ; ¼ cup all-purpose flour ; ½ teaspoon salt ; 1 ½ cups milk ; ¼ cup dry sherry ; 1 pinch paprika ; 3 tablespoons ketchup ; 1 dash Worcestershire sauce ; 2 (6 ounce) cans small shrimp, drained","Combine butter, flour and salt in a saucepan. Cook for two minutes. Slowly pour in milk and bring mixture to a boil. Stir sherry into the mixture (to taste), paprika, catsup and Worcestershire sauce. Place seafood in the saucepan and heat thoroughly. Serve hot.",15 mins,4.0,4 servings,302.6,13.958862953547492,8.134966489484631,6.470996071180957,1.7749017795239193,amber,red,amber,red,2.0,3.0,2.0,3.0,10.0,unhealthy,4.15,Seafood Main Dishes,American,15.0,9,Seafood,American,recipe_images/recipe_365.jpg,Seafood
Skinny Meatloaf,https://www.allrecipes.com/recipe/268958/skinny-meatloaf/,main-dish,This is a traditional meatloaf recipe without all of the fat and calories. Delicious!,"cooking spray ; 1 pound extra-lean ground beef ; 2  egg whites ; ½ cup Italian-seasoned bread crumbs ; ⅓ cup finely chopped onion ; ⅓ cup Worcestershire sauce ; ¼ cup ketchup, divided ; 1 ½ tablespoons brown sugar ; 1 teaspoon salt ; ¼ teaspoon ground black pepper","Preheat the oven to 350 degrees F (175 degrees C). Spray a loaf pan lightly with cooking spray. Combine beef, egg whites, bread crumbs, onion, Worcestershire sauce, 2 tablespoons ketchup, brown sugar, salt, and pepper in a bowl. Press into the prepared loaf pan. Bake in the preheated oven, uncovered, until no longer pink in the center, about 45 minutes. Spread remaining ketchup over the top and continue baking until ketchup bubbles and thickens, about 15 minutes more.",1 hr 10 mins,4.0,4 servings,318.0,8.442725779542426,3.1039433013023627,7.325306191073576,1.9461724499165811,amber,amber,amber,red,2.0,2.0,2.0,3.0,9.0,unhealthy,5.0,Meatloaf Recipes,American,70.0,10,Meatloaf,American,recipe_images/recipe_368.jpg,Meat Dishes
Meatloaf that Doesn't Crumble,https://www.allrecipes.com/recipe/79749/meatloaf-that-doesnt-crumble/,main-dish,I have tried and tried meatloaf recipes they all fall apart before you get them out of the pan. This meatloaf is very good and sticks together to be served.  Leftover meatloaf makes wonderful sandwiches with mayonnaise.,"1  green bell pepper, seeded and cubed ; 1 medium onion, roughly chopped ; 3 small stalks celery ; 1 ¼ pounds ground beef ; 1 pound mild pork sausage ; 1 ½ cups cracker crumbs ; 1 (1 ounce) envelope dry onion soup mix ; ¼ teaspoon salt ; ¼ teaspoon ground black pepper ; ½ teaspoon dried sage ; 1 ½ cups milk ; ½ cup ketchup","Preheat the oven to 350 degrees F (175 degrees C). In a food processor or blender, combine the bell pepper, onion and celery. Process until finely chopped, but not liquid. Transfer to a large bowl. Add the ground beef, ground pork, cracker crumbs, onion soup mix, salt, pepper, sage and milk. Mix well using your hands, or if you have a stand mixer, mix using the paddle attachment. Transfer to a 9x5 inch loaf pan and form into a loaf, mounding in the center. Cover with a generous layer of ketchup. Bake for 1 1/2 hours in the preheated oven. Serve hot. Refrigerate leftovers, slice and serve cold in sandwiches.",2 hrs 30 mins,10.0,10 servings,413.0,35.77330611451347,13.350183078966982,7.128738537312465,2.5608373027445643,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.57,Meatloaf Recipes,,150.0,12,Meatloaf,American,recipe_images/recipe_382.jpg,Meat Dishes
Heavenly Hot Dog Sauce,https://www.allrecipes.com/recipe/80782/heavenly-hot-dog-sauce/,main-dish,"This is my family's favorite hotdog sauce. It originates from West Virginia. We like it with a bite, but you can adjust it to your taste. We top the hotdogs with ketchup, mustard, the hotdog sauce, and finally some chopped onions...YUM!  This recipe makes enough for freezing and using later.",2 ½ pounds lean ground beef ; 1 cup water ; ½ cup tomato sauce ; ⅓ cup ketchup ; ½ tablespoon salt ; ½ tablespoon pepper ; 1 tablespoon white sugar ; 1 tablespoon chili powder ;   crushed red pepper flakes to taste,"Crumble ground beef into a Dutch oven over medium heat. Stir in water, and mash ground beef thoroughly with a potato masher. Stir in tomato sauce, ketchup, salt, pepper, sugar, and chili powder; bring to a boil. Reduce heat to low; simmer, 60 to 90 minutes, until the sauce reaches a medium consistency that is not too soupy.",1 hr 40 mins,12.0,12 servings,267.8,164.23963133640552,65.5299539170507,25.71428571428572,10.175806451612903,red,red,red,red,3.0,3.0,3.0,3.0,12.0,unhealthy,4.21,,Southern,100.0,9,Sandwich,American,recipe_images/recipe_402.jpg,Sandwiches and Tacos
Cucumber Sandwiches III,https://www.allrecipes.com/recipe/52112/cucumber-sandwiches-iii/,main-dish,Really great appetizer for the summer or anytime. Every time I have served these everyone wants the recipe...and they're so easy! Just be sure to refrigerate the cream cheese mixture overnight!,"1 (8 ounce) package cream cheese, softened ; ½ cup mayonnaise ; 1 (.7 ounce) package dry Italian salad dressing mix ; 2 loaves French bread, cut into 1 inch slices ; 2 medium cucumbers, sliced ; 1 pinch dried dill weed","In a medium bowl, mix together the cream cheese, mayonnaise and Italian dressing mix. Refrigerate for at least 6 hours, or preferably overnight. Spread the cream cheese blend onto slices of French bread. Top with a cucumber slice, and sprinkle with dill. You can make as many or few as you like. the cream cheese mixture keeps for about a week in the refrigerator so you can make them over and over again!",20 mins,35.0,35 servings,123.1,38.54748011733684,14.084656196719228,8.895572334770039,5.49672240519332,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.64,Sandwich Recipes,American,20.0,6,Sandwich,American,recipe_images/recipe_408.jpg,Sandwiches and Tacos
Reuben Sandwich,https://www.allrecipes.com/recipe/32161/reuben-sandwich/,main-dish,I make this Reuben for my husband...hope you will enjoy it. Serve with coleslaw or potato salad.,"8 slices rye bread ; ¾ cup thousand island dressing ; 1 (16 ounce) can sauerkraut, drained ; 8 slices Swiss cheese ; 8 slices pastrami ; ¼ cup margarine, softened","Spread each slice of bread with thousand island dressing. Top 4 of the bread slices with sauerkraut, cheese and pastrami. Place remaining bread slices on sandwich. Spread margarine on the outsides of each sandwich. Heat a large skillet over medium high heat. Grill until browned, then turn and grill until heated through, and cheese is melted.",25 mins,4.0,4 sandwiches,792.6,17.957624175060786,5.974296630774575,5.140673845085099,2.124609239319208,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.67,Sandwich Recipes,American,25.0,6,Sandwich,American,recipe_images/recipe_415.jpg,Sandwiches and Tacos
Neat Sloppy Joes,https://www.allrecipes.com/recipe/69549/neat-sloppy-joes/,main-dish,"No green pepper in this recipe, so it's a hit with kids. We added this to the menu at a children's camp, and it has been a favorite for several years.  The mixture is thick, so they are 'neat' rather than sloppy. This freezes and reheats well.",2 pounds lean ground beef ; ½ cup chopped onion ; 1 cup chopped celery ; 1 (10.75 ounce) can  condensed tomato soup ; ¼ cup ketchup ; 1 tablespoon white vinegar ; ¼ cup packed brown sugar ; 1 ½ teaspoons Worcestershire sauce ; ½ teaspoon salt ; ¼ teaspoon garlic powder ; 8  hamburger buns,"Place ground beef in a large skillet over medium heat. Cook until evenly browned, stirring to crumble. I like to use a potato masher to even out the lumps. Add onion and celery, cover the pan, and cook until tender and transparent, about 5 minutes. Drain off any grease. Stir the tomato soup (undiluted), ketchup, vinegar, brown sugar and Worcestershire sauce into the beef mixture. Season with salt and garlic powder. Heat to a simmer over low heat, and cook until thoroughly heated, stirring frequently to prevent it from burning on the bottom. Spoon the hot beef mixture onto buns, which may be toasted first, and serve.",50 mins,8.0,8 servings,406.9,7.588052792627773,2.7716839541933784,5.361618140898667,0.8794416874329974,amber,red,amber,red,2.0,3.0,2.0,3.0,10.0,unhealthy,4.5,Sandwich Recipes,American,50.0,11,Sandwich,American,recipe_images/recipe_423.jpg,Sandwiches and Tacos
Healthier Brown Sugar Meatloaf,https://www.allrecipes.com/recipe/222111/healthier-brown-sugar-meatloaf/,main-dish,"This is an easy tasty meatloaf made healthier with less sugar, low-fat milk, added parsley and whole wheat bread crumbs. Enjoy!","3 tablespoons packed brown sugar ; ½ cup ketchup ; 1 ½ pounds lean ground beef ; ¾ cup low-fat (1%) milk ; 2  eggs ; 1 ½ teaspoons salt ; ¼ teaspoon ground black pepper ; 1 small onion, chopped ; ¼ teaspoon ground ginger ; ¾ cup whole wheat bread crumbs ; ¼ cup chopped parsley","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x5-inch loaf pan. Press brown sugar in the bottom of prepared loaf pan and spread ketchup over sugar. Mix ground beef, milk, eggs, salt, ground pepper, onion, ginger, bread crumbs, and parsley thoroughly in a mixing bowl. Shape into a loaf and place on top of ketchup. Bake in preheated oven until no longer pink in the center, about 1 hour. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).",1 hr 20 mins,8.0,8 servings,265.1,30.56032231589943,11.69887338655525,23.875251809296422,4.387674401253451,red,red,red,red,3.0,3.0,3.0,3.0,12.0,unhealthy,4.55,Meatloaf Recipes,American,80.0,11,Meatloaf,American,recipe_images/recipe_425.jpg,Meat Dishes
My Favorite Sloppy Joes,https://www.allrecipes.com/recipe/231175/my-favorite-sloppy-joes/,main-dish,This is my go-to sloppy joe recipe. Liquid smoke is the key ingredient here.,"1 pound lean ground beef ; 1 cup ketchup ; ¼ cup dried minced onion ; 3 tablespoons brown sugar, or to taste ; 2 tablespoons spicy brown mustard ; 1 tablespoon Worcestershire sauce, or more to taste ; 1 tablespoon liquid smoke flavoring ; 1 teaspoon minced garlic ; 1 cup beef broth ;   salt and ground black pepper to taste","Cook and stir ground beef in a skillet over medium heat until meat is browned and crumbly, about 10 minutes; drain excess grease. Mix ketchup, dried onion, brown sugar, mustard, Worcestershire sauce, smoke flavoring, and garlic into beef, stirring until brown sugar has dissolved. Stir beef broth into beef mixture and bring to a boil; reduce heat to low and simmer until thick, about 30 minutes. Season with salt and black pepper.",50 mins,6.0,6 servings,247.5,10.786516853932584,3.5955056179775284,15.191011235955054,1.6705617977528089,amber,amber,amber,red,2.0,2.0,2.0,3.0,9.0,unhealthy,4.58,Sandwich Recipes,American,50.0,10,Sandwich,American,recipe_images/recipe_434.jpg,Sandwiches and Tacos
Glazed Meatloaf I,https://www.allrecipes.com/recipe/16293/glazed-meatloaf-i/,main-dish,This is a succulent meatloaf glazed with a sweet and sour sauce that everyone will enjoy!,"½ cup ketchup ; ⅓ cup brown sugar ; ¼ cup lemon juice, divided ; 1 teaspoon mustard powder ; 2 pounds ground beef ; 3 slices bread, broken up into small pieces ; ¼ cup chopped onion ; 1  egg, beaten ; 1 teaspoon beef bouillon granules","Preheat oven to 350 degrees F (175 degrees C). In a small bowl, combine the ketchup, brown sugar, 1 tablespoon lemon juice and mustard powder. In a separate large bowl, combine the ground beef, bread, onion, egg, bouillon, remaining lemon juice and 1/3 of the ketchup mixture from the small bowl. Mix this well and place in a 5x9 inch loaf pan. Bake at 350 degrees F (175 degrees C) for 1 hour, drain any excess fat, coat with remaining ketchup mixture and bake for 10 more minutes.",1 hr 20 mins,6.0,6 servings,589.3,21.97885859857691,8.802084858422885,9.329155808029046,0.6587069192702996,red,red,amber,amber,3.0,3.0,2.0,2.0,10.0,unhealthy,4.63,Meatloaf Recipes,,80.0,9,Meatloaf,American,recipe_images/recipe_440.jpg,Meat Dishes
Smoked Gouda Mac and Cheese,https://www.allrecipes.com/recipe/27074/smoked-gouda-mac-and-cheese/,main-dish,"This is a marvelously smooth mac and cheese with a bit of a bite.  My family loves this.  I got the idea from a recipe made on a popular cooking show, and adapted it to my own recipe and tastes.  Delicious contrast if served with a 'sweet' main dish.","1 (16 ounce) package seashell pasta ; 2 ½ tablespoons butter ; 2 tablespoons all-purpose flour ; 2 ½ cups milk ; ½ teaspoon salt ; ¼ teaspoon ground white pepper ; 4 ounces smoked Gouda cheese, shredded","Preheat oven to 375  degrees F (190 degrees C).  Lightly grease a 10 inch casserole dish. Bring a large pot of lightly salted water to a boil.  Add pasta and cook for 8 to 10 minutes or until al dente; drain. Melt butter in a small saucepan over medium heat.  Stir in the flour and cook until a roux forms.  Stir in the milk, salt and pepper; cook, stirring constantly, until sauce is smooth and thick and coats the back of a spoon.  Remove from heat and stir in cheese. Combine cooked pasta and cheese sauce; transfer to prepared dish. Bake in preheated oven for 15 minutes, or until heated through.",45 mins,8.0,8 servings,328.5,14.053039993178135,8.186236889229983,7.913362326255649,1.0955913703419458,amber,red,amber,amber,2.0,3.0,2.0,2.0,9.0,unhealthy,3.94,Pasta,American,45.0,7,Pasta and Noodles,American,recipe_images/recipe_447.jpg,Pasta
